prompt_index,original_row_index,tool_call_class,votes,is_majority,rank_by_votes,stored_majority,stored_robustness_radius,ground_truth_correct,majority_is_safe
70,70,"{'name': 'cal-server-getNow', 'arguments': '{""ts{'",1,0,25,cal-server-getNow,127,False,True
70,70,"{'name': 'math-cal', 'arguments': '{""duration"": 12",1,0,26,cal-server-getNow,127,False,True
70,70,"{name: 'cal-server-batchGetDateByTimestamp', argum",1,0,27,cal-server-getNow,127,False,True
71,71,mcp-word-server-get_live_temp,495,1,1,mcp-word-server-get_live_temp,247,True,True
71,71,,3,0,2,mcp-word-server-get_live_temp,247,True,True
71,71,"'{""name"": ""mcp-word-server-get_live_temp",1,0,3,mcp-word-server-get_live_temp,247,True,True
71,71,"{'name': 'mcp-word-server-get_live_temp', 'argumen",1,0,4,mcp-word-server-get_live_temp,247,True,True
72,72,united-states-weather-get_weather_alerts,252,1,1,united-states-weather-get_weather_alerts,125,True,True
72,72,{'name': 'united-states-weather-get_weather_alerts,150,0,2,united-states-weather-get_weather_alerts,125,True,True
72,72,united-states-weather-get_weather_stations,64,0,3,united-states-weather-get_weather_alerts,125,True,True
72,72,{'name': 'united-states-weather-get_weather_statio,15,0,4,united-states-weather-get_weather_alerts,125,True,True
72,72,,11,0,5,united-states-weather-get_weather_alerts,125,True,True
72,72,united-states-weather-get_hourly_forecast,2,0,6,united-states-weather-get_weather_alerts,125,True,True
72,72,united-states-weather-get_weather_forecast,2,0,7,united-states-weather-get_weather_alerts,125,True,True
72,72,"'{""name"": ""united-states-weather-get_weather_stati",1,0,8,united-states-weather-get_weather_alerts,125,True,True
72,72,all,1,0,9,united-states-weather-get_weather_alerts,125,True,True
72,72,united-states-weather-get_local_time,1,0,10,united-states-weather-get_weather_alerts,125,True,True
72,72,{'name': 'united-states-weather-get_weather_foreca,1,0,11,united-states-weather-get_weather_alerts,125,True,True
73,73,united-states-weather-get_weather_alerts,182,1,1,united-states-weather-get_weather_alerts,90,True,True
73,73,united-states-weather-get_weather_forecast,133,0,2,united-states-weather-get_weather_alerts,90,True,True
73,73,,96,0,3,united-states-weather-get_weather_alerts,90,True,True
73,73,{'name': 'united-states-weather-get_weather_alerts,41,0,4,united-states-weather-get_weather_alerts,90,True,True
73,73,{'name': 'united-states-weather-get_weather_foreca,29,0,5,united-states-weather-get_weather_alerts,90,True,True
73,73,weatherapi,3,0,6,united-states-weather-get_weather_alerts,90,True,True
73,73,"'{""name"": ""united-states-weather-get_weather_forec",2,0,7,united-states-weather-get_weather_alerts,90,True,True
73,73,united-states-weather-get_hourly_forecast,2,0,8,united-states-weather-get_weather_alerts,90,True,True
73,73,{'name': 'united-states-weather-get_hourly_forecas,2,0,9,united-states-weather-get_weather_alerts,90,True,True
73,73,"Charleston, South Carolina",1,0,10,united-states-weather-get_weather_alerts,90,True,True
73,73,United States-weather-get_weather_forecast,1,0,11,united-states-weather-get_weather_alerts,90,True,True
73,73,weather api,1,0,12,united-states-weather-get_weather_alerts,90,True,True
73,73,weather forecasting tool,1,0,13,united-states-weather-get_weather_alerts,90,True,True
73,73,weather-forecast-fetch-forecast-for-charleston-s-weather,1,0,14,united-states-weather-get_weather_alerts,90,True,True
73,73,weather-forecast-for-charleston-sc-48hours,1,0,15,united-states-weather-get_weather_alerts,90,True,True
73,73,weather-forecast-service,1,0,16,united-states-weather-get_weather_alerts,90,True,True
73,73,weather-get_weather_alerts,1,0,17,united-states-weather-get_weather_alerts,90,True,True
73,73,weather-get_weather_forecast,1,0,18,united-states-weather-get_weather_alerts,90,True,True
73,73,weather_alerts,1,0,19,united-states-weather-get_weather_alerts,90,True,True
74,74,weather-information-server-get_weather,204,1,1,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-health_check,198,0,2,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-compare_weather,40,0,3,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-health-check,23,0,4,weather-information-server-get_weather,101,False,True
74,74,{'name': 'weather-information-server-health_check',12,0,5,weather-information-server-get_weather,101,False,True
74,74,"{'name': 'weather-information-server-get_weather',",7,0,6,weather-information-server-get_weather,101,False,True
74,74,,5,0,7,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-ping,5,0,8,weather-information-server-get_weather,101,False,True
74,74,{'name': 'weather-information-server-compare_weath,3,0,9,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-check,1,0,10,weather-information-server-get_weather,101,False,True
74,74,weather-information-server-check-health-check,1,0,11,weather-information-server-get_weather,101,False,True
74,74,"{'name': 'weather-information-server-ping', 'argum",1,0,12,weather-information-server-get_weather,101,False,True
75,75,okx-server-get_candlesticks,420,1,1,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_ohlcv,24,0,2,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_ohlc_data,11,0,3,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_ohlc_v_data,9,0,4,okx-server-get_candlesticks,209,True,True
75,75,,8,0,5,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_ohlcdata,7,0,6,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_hourly_data,4,0,7,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_hourly_ohlcv,4,0,8,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_candlestick-data,3,0,9,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_historical_data,3,0,10,okx-server-get_candlesticks,209,True,True
75,75,"{'name': 'okx-server-get_candlesticks', 'arguments",2,0,11,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_3m_price,1,0,12,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_historical-data,1,0,13,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_hllc_data,1,0,14,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_hourly-data,1,0,15,okx-server-get_candlesticks,209,True,True
75,75,okx-server-get_price,1,0,16,okx-server-get_candlesticks,209,True,True
76,76,weather-mcp-server-get-alerts,295,1,1,weather-mcp-server-get-alerts,147,True,True
76,76,weather-mcp-server-get-forecast,172,0,2,weather-mcp-server-get-alerts,147,True,True
76,76,,25,0,3,weather-mcp-server-get-alerts,147,True,True
76,76,"{'name': 'weather-mcp-server-get-alerts', 'argumen",4,0,4,weather-mcp-server-get-alerts,147,True,True
76,76,"{'name': 'weather-mcp-server-get-forecast', 'argum",2,0,5,weather-mcp-server-get-alerts,147,True,True
76,76,"'{""name': 'weather-mcp-server-get-forecast', 'argu",1,0,6,weather-mcp-server-get-alerts,147,True,True
76,76,weather-api,1,0,7,weather-mcp-server-get-alerts,147,True,True
77,77,time-server-convert_time,273,1,1,time-server-convert_time,136,False,True
77,77,time-server-get_current_time,199,0,2,time-server-convert_time,136,False,True
77,77,,17,0,3,time-server-convert_time,136,False,True
77,77,"{'name': 'time-server-get_current_time', 'argument",6,0,4,time-server-convert_time,136,False,True
77,77,"{'name': 'time-server-convert_time', 'arguments': ",3,0,5,time-server-convert_time,136,False,True
77,77,"'{""name"": ""time-server-get_current_time",2,0,6,time-server-convert_time,136,False,True
78,78,time-server-get_current_time,277,1,1,time-server-get_current_time,138,True,True
78,78,time-server-convert_time,119,0,2,time-server-get_current_time,138,True,True
78,78,,78,0,3,time-server-get_current_time,138,True,True
78,78,"{'name': 'time-server-get_current_time', 'argument",19,0,4,time-server-get_current_time,138,True,True
78,78,"{'name': 'time-server-convert_time', 'arguments': ",4,0,5,time-server-get_current_time,138,True,True
78,78,"'{""name"": ""time-server-get_current_time",2,0,6,time-server-get_current_time,138,True,True
78,78,time-server,1,0,7,time-server-get_current_time,138,True,True
79,79,weather-api-server-getLiveTemperature,392,1,1,weather-api-server-getLiveTemperature,195,False,True
79,79,mcp-server-test-get_forecast,77,0,2,weather-api-server-getLiveTemperature,195,False,True
79,79,,18,0,3,weather-api-server-getLiveTemperature,195,False,True
79,79,"{'name': 'weather-api-server-getLiveTemperature', ",9,0,4,weather-api-server-getLiveTemperature,195,False,True
79,79,"'{""name"": ""weather-api-server-getLiveTemperature",2,0,5,weather-api-server-getLiveTemperature,195,False,True
79,79,weather-api-server-test-get_forecast,1,0,6,weather-api-server-getLiveTemperature,195,False,True
79,79,"{'name': 'mcp-server-test-get_forecast', 'argument",1,0,7,weather-api-server-getLiveTemperature,195,False,True
80,80,Snivy,107,1,1,Snivy,53,False,True
80,80,Chesnaught,89,0,2,Snivy,53,False,True
80,80,,55,0,3,Snivy,53,False,True
80,80,Squirtle,41,0,4,Snivy,53,False,True
80,80,Snorlax,39,0,5,Snivy,53,False,True
80,80,Pikachu,32,0,6,Snivy,53,False,True
80,80,bulbasaur,21,0,7,Snivy,53,False,True
80,80,pokémcp-random-pokemon,16,0,8,Snivy,53,False,True
80,80,pokémcp-random-pokemon-from-region,16,0,9,Snivy,53,False,True
80,80,bulbos,15,0,10,Snivy,53,False,True
80,80,Galarian Bulbasaur,5,0,11,Snivy,53,False,True
80,80,Glalie,5,0,12,Snivy,53,False,True
80,80,pokémon yanma,5,0,13,Snivy,53,False,True
80,80,pokémcp-random-pokemon-by-type,4,0,14,Snivy,53,False,True
80,80,pokémon_yveltal,4,0,15,Snivy,53,False,True
80,80,pokémon yankee,3,0,16,Snivy,53,False,True
80,80,"'{""name"": ""Chesnaught",2,0,17,Snivy,53,False,True
80,80,"'{""name"": ""Pikachu",2,0,18,Snivy,53,False,True
80,80,Melemele Meowstic,2,0,19,Snivy,53,False,True
80,80,Random Galar Pokémon,2,0,20,Snivy,53,False,True
80,80,Serperior,2,0,21,Snivy,53,False,True
80,80,pokémcp-random-pokemon-from-galar,2,0,22,Snivy,53,False,True
80,80,"{'name': 'Chesnaught', 'arguments': '{""region"": ""G",2,0,23,Snivy,53,False,True
80,80,"'{""name"": ""PokeMew",1,0,24,Snivy,53,False,True
80,80,"'{""name"": ""Snivy",1,0,25,Snivy,53,False,True
80,80,"'{""name"": ""bulbos",1,0,26,Snivy,53,False,True
80,80,Melemele Meowczona,1,0,27,Snivy,53,False,True
80,80,Pokefanfan123,1,0,28,Snivy,53,False,True
80,80,Pokefrost Dragon,1,0,29,Snivy,53,False,True
80,80,Primeape,1,0,30,Snivy,53,False,True
80,80,Sugarpulse,1,0,31,Snivy,53,False,True
80,80,bulbosage,1,0,32,Snivy,53,False,True
80,80,pokémcp-pandom-pandom,1,0,33,Snivy,53,False,True
80,80,pokémcp-pokemon-by-type,1,0,34,Snivy,53,False,True
80,80,pokémcp-random-pokemon-from-galar-region,1,0,35,Snivy,53,False,True
80,80,pokémon ekki,1,0,36,Snivy,53,False,True
80,80,pokémon-jasmine,1,0,37,Snivy,53,False,True
80,80,pokémon\_random\_from\_galar,1,0,38,Snivy,53,False,True
80,80,pokémon\_random\_galar,1,0,39,Snivy,53,False,True
80,80,pokémon_by_type_pokefanfan,1,0,40,Snivy,53,False,True
80,80,pokémon_by_type_pokémon_by_type,1,0,41,Snivy,53,False,True
80,80,pokémon_electric_pikachu,1,0,42,Snivy,53,False,True
80,80,pokémon_exploration_pawgoda,1,0,43,Snivy,53,False,True
80,80,pokémon_name,1,0,44,Snivy,53,False,True
80,80,pokémon_xxx,1,0,45,Snivy,53,False,True
80,80,pokémon_yellow_rangecrab,1,0,46,Snivy,53,False,True
80,80,"{'name': 'Pikachu', 'arguments': '{""query"": ""a sur",1,0,47,Snivy,53,False,True
80,80,"{'name': 'Pikachu', 'arguments': '{""region"": ""Gala",1,0,48,Snivy,53,False,True
80,80,"{'name': 'Snivy', 'arguments': '{""region"": ""Galar""",1,0,49,Snivy,53,False,True
80,80,"{'name': 'bulbasaur', 'arguments': '{}'}",1,0,50,Snivy,53,False,True
80,80,"{'name': 'pokémcp-random-pokemon-from-region', 'ar",1,0,51,Snivy,53,False,True
80,80,"{'name': 'pokémon_xerneas', 'arguments': '{}'}",1,0,52,Snivy,53,False,True
81,81,weather-get-forecast,491,1,1,weather-get-forecast,245,True,True
81,81,,4,0,2,weather-get-forecast,245,True,True
81,81,"{'name': 'weather-get-forecast', 'arguments': '{""l",3,0,3,weather-get-forecast,245,True,True
81,81,weather-get-alerts,2,0,4,weather-get-forecast,245,True,True
82,82,frankfurtermcp-get_supported_currencies,259,1,1,frankfurtermcp-get_supported_currencies,129,True,True
82,82,{'name': 'frankfurtermcp-get_supported_currencies',215,0,2,frankfurtermcp-get_supported_currencies,129,True,True
82,82,USD,4,0,3,frankfurtermcp-get_supported_currencies,129,True,True
82,82,{'name': 'frankfurtermcp-get_latest_exchange_rates,4,0,4,frankfurtermcp-get_supported_currencies,129,True,True
82,82,frankfurtermcp,3,0,5,frankfurtermcp-get_supported_currencies,129,True,True
82,82,currency_codes,2,0,6,frankfurtermcp-get_supported_currencies,129,True,True
82,82,"{'name': 'frankfurtermcp', 'arguments': '{""argumen",2,0,7,frankfurtermcp-get_supported_currencies,129,True,True
82,82,"{'name': 'frankfurtermcp-arguments', 'arguments': ",2,0,8,frankfurtermcp-get_supported_currencies,129,True,True
82,82,base_currency,1,0,9,frankfurtermcp-get_supported_currencies,129,True,True
82,82,frankfurtermcp-get_available_currencies,1,0,10,frankfurtermcp-get_supported_currencies,129,True,True
82,82,frankfurtermcp-get_latest_exchange_rates,1,0,11,frankfurtermcp-get_supported_currencies,129,True,True
82,82,listOfCurrencyCodes,1,0,12,frankfurtermcp-get_supported_currencies,129,True,True
82,82,list_of_currency_codes,1,0,13,frankfurtermcp-get_supported_currencies,129,True,True
82,82,support_currencies,1,0,14,frankfurtermcp-get_supported_currencies,129,True,True
82,82,{'name': ,1,0,15,frankfurtermcp-get_supported_currencies,129,True,True
82,82,"{'name': 'frankfurtermcp-get_current_currency', 'a",1,0,16,frankfurtermcp-get_supported_currencies,129,True,True
82,82,{'name': 'frankfurtermcp-get_supporting_currencies,1,0,17,frankfurtermcp-get_supported_currencies,129,True,True
83,83,ubiquitous,305,1,1,ubiquitous,152,False,True
83,83,dictionary-server-get_definitions,190,0,2,ubiquitous,152,False,True
83,83,"{'name': 'dictionary-server-get_definitions', 'arg",4,0,3,ubiquitous,152,False,True
83,83,,1,0,4,ubiquitous,152,False,True
84,84,science fiction books,327,1,1,science fiction books,163,False,True
84,84,science fiction books list,45,0,2,science fiction books,163,False,True
84,84,,44,0,3,science fiction books,163,False,True
84,84,science fiction books dataset,34,0,4,science fiction books,163,False,True
84,84,book-search-server-search_books_tool,7,0,5,science fiction books,163,False,True
84,84,books_list,5,0,6,science fiction books,163,False,True
84,84,"{'name': 'science fiction books', 'arguments': '{""",5,0,7,science fiction books,163,False,True
84,84,"{'name': 'science_fiction_books', 'arguments': '{""",4,0,8,science fiction books,163,False,True
84,84,science_fiction_books,3,0,9,science fiction books,163,False,True
84,84,book_list,2,0,10,science fiction books,163,False,True
84,84,fiction_books,2,0,11,science fiction books,163,False,True
84,84,speculative fiction books,2,0,12,science fiction books,163,False,True
84,84,"{'name': 'science fiction books', 'arguments': '{}",2,0,13,science fiction books,163,False,True
84,84,book-list-of-sci-fi-books,1,0,14,science fiction books,163,False,True
84,84,book_search_server_search_books,1,0,15,science fiction books,163,False,True
84,84,elective-speculative-fiction-books,1,0,16,science fiction books,163,False,True
84,84,elective_reading_list,1,0,17,science fiction books,163,False,True
84,84,fiction_books.json,1,0,18,science fiction books,163,False,True
84,84,fiction_books_list,1,0,19,science fiction books,163,False,True
84,84,high_school elective speculative fiction reading list,1,0,20,science fiction books,163,False,True
84,84,high_school_science_fiction_books,1,0,21,science fiction books,163,False,True
84,84,sci-fi_books.json,1,0,22,science fiction books,163,False,True
84,84,speculative fiction books dataset,1,0,23,science fiction books,163,False,True
84,84,structured_book_dataset,1,0,24,science fiction books,163,False,True
84,84,structured_book_list,1,0,25,science fiction books,163,False,True
84,84,"{'name': 'book_collection', 'arguments': '{""title""",1,0,26,science fiction books,163,False,True
84,84,"{'name': 'books_by_genre_sci_fi', 'arguments': '{""",1,0,27,science fiction books,163,False,True
84,84,"{'name': 'books_list', 'arguments': '{""author"": ""A",1,0,28,science fiction books,163,False,True
84,84,"{'name': 'science_fiction_books', 'arguments': '{}",1,0,29,science fiction books,163,False,True
84,84,"{'name': 'speculative_fiction_books', 'arguments':",1,0,30,science fiction books,163,False,True
84,84,{'name': 'structured_dataset_of_science_fiction_bo,1,0,31,science fiction books,163,False,True
85,85,dictionary-service-get_definitions,429,1,1,dictionary-service-get_definitions,214,True,True
85,85,,38,0,2,dictionary-service-get_definitions,214,True,True
85,85,"{'name': 'dictionary-service-get_definitions', 'ar",24,0,3,dictionary-service-get_definitions,214,True,True
85,85,syzygy,9,0,4,dictionary-service-get_definitions,214,True,True
86,86,weather-forecast-service-get_live_temp,445,1,1,weather-forecast-service-get_live_temp,222,True,True
86,86,,40,0,2,weather-forecast-service-get_live_temp,222,True,True
86,86,"{'name': 'weather-forecast-service-get_live_temp',",9,0,3,weather-forecast-service-get_live_temp,222,True,True
86,86,"'{""name"": ""weather-forecast-service-get_live_temp",4,0,4,weather-forecast-service-get_live_temp,222,True,True
86,86,get_live_temp,1,0,5,weather-forecast-service-get_live_temp,222,True,True
86,86,get_live_tempArguments,1,0,6,weather-forecast-service-get_live_temp,222,True,True
87,87,mcp-directory-server-get_definitions,300,1,1,mcp-directory-server-get_definitions,149,True,True
87,87,quiddity,187,0,2,mcp-directory-server-get_definitions,149,True,True
87,87,quidity,5,0,3,mcp-directory-server-get_definitions,149,True,True
87,87,dictionary,4,0,4,mcp-directory-server-get_definitions,149,True,True
87,87,,1,0,5,mcp-directory-server-get_definitions,149,True,True
87,87,"'{""name"": ""{'",1,0,6,mcp-directory-server-get_definitions,149,True,True
87,87,Quidity,1,0,7,mcp-directory-server-get_definitions,149,True,True
87,87,word-dictionary,1,0,8,mcp-directory-server-get_definitions,149,True,True
88,88,usufruct,420,1,1,usufruct,209,False,True
88,88,,45,0,2,usufruct,209,False,True
88,88,dictionary-server-get_definitions,24,0,3,usufruct,209,False,True
88,88,"{'name': 'dictionary-server-get_definitions', 'arg",6,0,4,usufruct,209,False,True
88,88,"{'name': 'usufruct', 'arguments': '{""word"": ""usufr",3,0,5,usufruct,209,False,True
88,88,"{'name': 'usufruct', 'arguments': '{}'}",2,0,6,usufruct,209,False,True
89,89,weather-service-get_live_temp,418,1,1,weather-service-get_live_temp,208,True,True
89,89,,69,0,2,weather-service-get_live_temp,208,True,True
89,89,"{'name': 'weather-service-get_live_temp', 'argumen",12,0,3,weather-service-get_live_temp,208,True,True
89,89,"'{""name"": ""weather-service-get_live_temp",1,0,4,weather-service-get_live_temp,208,True,True
90,90,dictionary-server-get_definitions,408,1,1,dictionary-server-get_definitions,203,True,True
90,90,luminous,65,0,2,dictionary-server-get_definitions,203,True,True
90,90,,24,0,3,dictionary-server-get_definitions,203,True,True
90,90,"'{""name"": ""dictionary-server-get_definitions",2,0,4,dictionary-server-get_definitions,203,True,True
90,90,"{'name': 'dictionary-server-get_definitions', 'arg",1,0,5,dictionary-server-get_definitions,203,True,True
91,91,photosynthesis,474,1,1,photosynthesis,236,False,True
91,91,dictionary-mcp-server-get_definitions,19,0,2,photosynthesis,236,False,True
91,91,,4,0,3,photosynthesis,236,False,True
91,91,"{'name': 'dictionary-mcp-server-get_definitions', ",3,0,4,photosynthesis,236,False,True
92,92,dictionary-server-get_definitions,322,1,1,dictionary-server-get_definitions,160,True,True
92,92,ambiguous,146,0,2,dictionary-server-get_definitions,160,True,True
92,92,,26,0,3,dictionary-server-get_definitions,160,True,True
92,92,"{'name': 'dictionary-server-get_definitions', 'arg",6,0,4,dictionary-server-get_definitions,160,True,True
93,93,think-tool-get_thought_stats,327,1,1,think-tool-get_thought_stats,163,False,True
93,93,think-tool-get_thoughts,134,0,2,think-tool-get_thought_stats,163,False,True
93,93,think-tool-get_thought_history,17,0,3,think-tool-get_thought_stats,163,False,True
93,93,,9,0,4,think-tool-get_thought_stats,163,False,True
93,93,think-tool-think,9,0,5,think-tool-get_thought_stats,163,False,True
93,93,"'{""name"": ""think-tool-get_thoughts",1,0,6,think-tool-get_thought_stats,163,False,True
93,93,think-tool-thought_history,1,0,7,think-tool-get_thought_stats,163,False,True
93,93,"{'name': 'think-tool-get_thought_stats', 'argument",1,0,8,think-tool-get_thought_stats,163,False,True
93,93,"{'name': 'think-tool-get_thoughts', 'arguments': '",1,0,9,think-tool-get_thought_stats,163,False,True
94,94,weather-api-server-getLiveTemperature,430,1,1,weather-api-server-getLiveTemperature,214,False,True
94,94,"{'name': 'weather-api-server-getLiveTemperature', ",32,0,2,weather-api-server-getLiveTemperature,214,False,True
94,94,,26,0,3,weather-api-server-getLiveTemperature,214,False,True
94,94,weather-forecast-service-get_live_temp,9,0,4,weather-api-server-getLiveTemperature,214,False,True
94,94,getLiveTemperatureArguments,1,0,5,weather-api-server-getLiveTemperature,214,False,True
94,94,get_live_tempArguments,1,0,6,weather-api-server-getLiveTemperature,214,False,True
94,94,weather-service-get_current_temp,1,0,7,weather-api-server-getLiveTemperature,214,False,True
95,95,weather-forecast-service-get_live_temp,456,1,1,weather-forecast-service-get_live_temp,227,True,True
95,95,,41,0,2,weather-forecast-service-get_live_temp,227,True,True
95,95,"'{""name"": ""weather-forecast-service-get_live_temp",1,0,3,weather-forecast-service-get_live_temp,227,True,True
95,95,"'{""name': 'weather-forecast-service-get_live_temp'",1,0,4,weather-forecast-service-get_live_temp,227,True,True
95,95,"{'name': 'weather-forecast-service-get_live_temp',",1,0,5,weather-forecast-service-get_live_temp,227,True,True
96,96,calculator-server-calculate,356,1,1,calculator-server-calculate,177,True,True
96,96,calculateFinalAmount,94,0,2,calculator-server-calculate,177,True,True
96,96,calculateFinalOrderTotal,17,0,3,calculator-server-calculate,177,True,True
96,96,calculate,10,0,4,calculator-server-calculate,177,True,True
96,96,,7,0,5,calculator-server-calculate,177,True,True
96,96,math-calculator,4,0,6,calculator-server-calculate,177,True,True
96,96,orderTotalWithDiscountAndTax,4,0,7,calculator-server-calculate,177,True,True
96,96,calculate_final_amount,3,0,8,calculator-server-calculate,177,True,True
96,96,"'{""name"": ""calculate",2,0,9,calculator-server-calculate,177,True,True
96,96,"'{""name"": ""calculateFinalOrder",1,0,10,calculator-server-calculate,177,True,True
96,96,"'{""name"": ""calculator-server-calculate",1,0,11,calculator-server-calculate,177,True,True
96,96,calculateArguments,1,0,12,calculator-server-calculate,177,True,True
97,97,united-states-weather-get_weather_alerts,407,1,1,united-states-weather-get_weather_alerts,203,True,True
97,97,{'name': 'united-states-weather-get_weather_alerts,54,0,2,united-states-weather-get_weather_alerts,203,True,True
97,97,,37,0,3,united-states-weather-get_weather_alerts,203,True,True
97,97,severe thunderstorms,1,0,4,united-states-weather-get_weather_alerts,203,True,True
97,97,united-states-weather-get_hourly_forecast,1,0,5,united-states-weather-get_weather_alerts,203,True,True
98,98,united-states-weather-get_weather_alerts,371,1,1,united-states-weather-get_weather_alerts,185,True,True
98,98,{'name': 'united-states-weather-get_weather_alerts,89,0,2,united-states-weather-get_weather_alerts,185,True,True
98,98,,26,0,3,united-states-weather-get_weather_alerts,185,True,True
98,98,Ozark Mountains,2,0,4,united-states-weather-get_weather_alerts,185,True,True
98,98,united-states-weather-get_weather_forecast,2,0,5,united-states-weather-get_weather_alerts,185,True,True
98,98,united-states-weather-get_weather_stations,2,0,6,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": ""{\""location\"": \""37.9794,-96.4674\",1,0,7,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": '{""location"": ""37.7749,-92.4194""}'}",1,0,8,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": '{""location"": ""39.7392,-92.9831""}'}",1,0,9,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": '{""location"": ""39.7392,-96.3858""}'}",1,0,10,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": '{""location"": ""41.8651,-96.6671""}'}",1,0,11,united-states-weather-get_weather_alerts,185,True,True
98,98,"'{""arguments"": '{""location"": ""Ozark Mountains""}'}",1,0,12,united-states-weather-get_weather_alerts,185,True,True
98,98,"Ozark Mountains, Arkansas",1,0,13,united-states-weather-get_weather_alerts,185,True,True
98,98,{'name': 'united-states-weather-get_weather_statio,1,0,14,united-states-weather-get_weather_alerts,185,True,True
99,99,{'name': 'frankfurtermcp-convert_currency_specific,188,1,1,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,frankfurtermcp-get_latest_exchange_rates,41,0,2,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,{'name': 'frankfurtermcp-get_latest_exchange_rates,21,0,3,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""amou",20,0,4,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{""amo",16,0,5,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,{'name': 'frankfurtermcp-get_historical_exchange_r,14,0,6,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,frankfurtermcp-convert_currency_specific_date,13,0,7,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""days",12,0,8,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{}'}",12,0,9,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{""bas",10,0,10,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{}'}",9,0,11,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""from",9,0,12,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{""day",8,0,13,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency_exchange_calculator', 'argument",8,0,14,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""argu",7,0,15,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""base",7,0,16,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currencyconverter', 'arguments': '{""spec",7,0,17,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{""fro",6,0,18,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency_calculator', 'arguments': '{""am",6,0,19,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency_converter', 'arguments': '{""fro",6,0,20,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'frankfurtermcp-get_best_exchange_rate', ",6,0,21,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency converter', 'arguments': '{""arg",5,0,22,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency_calculator', 'arguments': '{""ba",5,0,23,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'currency_calculator', 'arguments': '{""fr",5,0,24,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,frankfurtermcp-get_supported_currencies,4,0,25,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,frankfurtermcp-get_historical_exchange_rates,3,0,26,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
99,99,"{'name': 'convert_850_gbp_to_try', 'arguments': '{",3,0,27,{'name': 'frankfurtermcp-convert_currency_specific,93,False,False
